metal,oxidation_state,x,formula,delta_G_min,delta_G_norm_min,alpha_opt,beta_opt,gamma_opt,nu_LPSC_doped,nu_H2O,nu_LiCl,nu_LiF,nu_Li3PO4,nu_H2S,nu_LiOH,nu_MCl_n,nu_MF_n,nu_MOH_n,nu_MO_n_over_2,mu_LPSC_doped,mu_H2O,mu_LiCl,mu_LiF,mu_Li3PO4,mu_H2S,mu_LiOH,mu_MCl_n,mu_MF_n,mu_MOH_n,mu_MO_n_over_2,contrib_LPSC_doped,contrib_H2O,contrib_LiCl,contrib_LiF,contrib_Li3PO4,contrib_H2S,contrib_LiOH,contrib_MCl_n,contrib_MF_n,contrib_MOH_n,contrib_MO_n_over_2
Es,2,0.03,Li609Es3P97S500Cl94F6,-7.526978749,-1.229898488,-0.06,0.06,0.03,-1,-6.12,0.94,0.06,0.97,5,2.18,0,0,0.03,0,-17.66247311,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-3.669679999,-7.997666359,-8.087103963,-3.688373566,17.66247311,15.58650718,-3.765297146,-0.377330132,-21.33355415,-3.517040429,-11.54012406,0,0,-0.242613119,0
Es,3,0.03,Li606Es3P97S500Cl91F9,-7.520641525,-1.228862994,-0.09,0.09,0.03,-1,-6.12,0.91,0.09,0.97,5,2.15,0,0,0.03,0,-17.65888858,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-3.647184849,-11.02049446,-10.76681352,-4.880206585,17.65888858,15.58650718,-3.645128088,-0.565995197,-21.33355415,-3.517040429,-11.38131502,0,0,-0.323004405,0
Es,2,0.04,Li153EsP24S125Cl23F2,-7.554815594,-1.226431103,-0.08,0.08,0.04,-1,-6.16,0.92,0.08,0.96,5,2.24,0,0,0.04,0,-17.75698326,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-3.669679999,-7.997666359,-8.087103963,-3.688373566,17.75698326,15.68837978,-3.685184441,-0.503106842,-21.11362061,-3.517040429,-11.85774216,0,0,-0.323484159,0
Es,3,0.04,Li152EsP24S125Cl22F3,-7.543915845,-1.224661663,-0.12,0.12,0.04,-1,-6.16,0.88,0.12,0.96,5,2.2,0,0,0.04,0,-17.75465401,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-3.647184849,-11.02049446,-10.76681352,-4.880206585,17.75465401,15.68837978,-3.52495903,-0.754660263,-21.11362061,-3.517040429,-11.64599676,0,0,-0.430672541,0
Es,2,0.05,Li123EsP19S100Cl18F2,-7.580753093,-1.222702112,-0.1,0.1,0.05,-1,-6.2,0.9,0.1,0.95,5,2.3,0,0,0.05,0,-17.85339276,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-3.669679999,-7.997666359,-8.087103963,-3.688373566,17.85339276,15.79025237,-3.605071735,-0.628883553,-20.89368706,-3.517040429,-12.17536025,0,0,-0.404355198,0
Es,3,0.05,Li122EsP19S100Cl17F3,-7.564334582,-1.220053965,-0.15,0.15,0.05,-1,-6.2,0.85,0.15,0.95,5,2.25,-6.94E-18,6.94E-18,0.05,0,-17.85327501,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-3.647184849,-11.02049446,-10.76681352,-4.880206585,17.85327501,15.79025237,-3.404789972,-0.943325329,-20.89368706,-3.517040429,-11.91067851,2.53E-17,-7.65E-17,-0.538340676,0
Es,2,0.06,Li309Es3P47S250Cl44F6,-7.60486007,-1.218727575,-0.12,0.12,0.06,-1,-6.24,0.88,0.12,0.94,5,2.36,0,0,0.06,0,-17.95163277,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-3.669679999,-7.997666359,-8.087103963,-3.688373566,17.95163277,15.89212497,-3.52495903,-0.754660263,-20.67375351,-3.517040429,-12.49297834,0,0,-0.485226238,0
Es,3,0.06,Li306Es3P47S250Cl41F9,-7.582207811,-1.215097406,-0.18,0.18,0.06,-1,-6.24,0.82,0.18,0.94,5,2.3,0,0,0.06,0,-17.95444153,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-3.647184849,-11.02049446,-10.76681352,-4.880206585,17.95444153,15.89212497,-3.284620914,-1.131990395,-20.67375351,-3.517040429,-12.17536025,0,0,-0.646008811,0
Es,2,0.07,Li621Es7P93S500Cl86F14,-7.627354102,-1.214546831,-0.14,0.14,0.07,-1,-6.28,0.86,0.14,0.93,5,2.42,0,0,0.07,0,-18.05148574,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-3.669679999,-7.997666359,-8.087103963,-3.688373566,18.05148574,15.99399757,-3.444846325,-0.880436974,-20.45381996,-3.517040429,-12.81059644,0,0,-0.566097277,0
Es,3,0.07,Li614Es7P93S500Cl79F21,-7.598032404,-1.209877771,-0.21,0.21,0.07,-1,-6.28,0.79,0.21,0.93,5,2.35,-1.39E-17,1.39E-17,0.07,0,-18.05765668,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-3.647184849,-11.02049446,-10.76681352,-4.880206585,18.05765668,15.99399757,-3.164451857,-1.32065546,-20.45381996,-3.517040429,-12.440042,5.06E-17,-1.53E-16,-0.753676946,0
Es,2,0.08,Li156Es2P23S125Cl21F4,-7.648562168,-1.210215533,-0.16,0.16,0.08,-1,-6.32,0.84,0.16,0.92,5,2.48,0,0,0.08,0,-18.15262466,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-3.669679999,-7.997666359,-8.087103963,-3.688373566,18.15262466,16.09587016,-3.36473362,-1.006213684,-20.23388641,-3.517040429,-13.12821453,0,0,-0.646968317,0
Es,3,0.08,Li154Es2P23S125Cl19F6,-7.612286362,-1.20447569,-0.24,0.24,0.08,-1,-6.32,0.76,0.24,0.92,5,2.4,0,0,0.08,0,-18.16244246,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-3.647184849,-11.02049446,-10.76681352,-4.880206585,18.16244246,16.09587016,-3.044282799,-1.509320526,-20.23388641,-3.517040429,-12.70472374,0,0,-0.861345081,0
Es,2,0.09,Li627Es9P91S500Cl82F18,-7.668807968,-1.205787416,-0.18,0.18,0.09,-1,-6.36,0.82,0.18,0.91,5,2.54,0,0,0.09,0,-18.25472586,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-3.669679999,-7.997666359,-8.087103963,-3.688373566,18.25472586,16.19774276,-3.284620914,-1.131990395,-20.01395287,-3.517040429,-13.44583262,0,0,-0.727839357,0
Es,3,0.09,Li618Es9P91S500Cl73F27,-7.625046849,-1.198906737,-0.27,0.27,0.09,-1,-6.36,0.73,0.27,0.91,5,2.45,1.39E-17,-1.39E-17,0.09,0,-18.26872172,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-3.647184849,-11.02049446,-10.76681352,-4.880206585,18.26872172,16.19774276,-2.924113741,-1.697985592,-20.01395287,-3.517040429,-12.96940548,-5.06E-17,1.53E-16,-0.969013216,0
Es,2,0.1,Li63EsP9S50Cl8F2,-7.688342086,-1.201303451,-0.2,0.2,0.1,-1,-6.4,0.8,0.2,0.9,5,2.6,0,0,0.1,0,-18.35753874,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-3.669679999,-7.997666359,-8.087103963,-3.688373566,18.35753874,16.29961535,-3.204508209,-1.257767105,-19.79401932,-3.517040429,-13.76345072,0,0,-0.808710396,0
Es,3,0.1,Li62EsP9S50Cl7F3,-7.635782567,-1.193091026,-0.3,0.3,0.1,-1,-6.4,0.7,0.3,0.9,5,2.5,-1.39E-17,1.39E-17,0.1,0,-18.37702575,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-3.647184849,-11.02049446,-10.76681352,-4.880206585,18.37702575,16.29961535,-2.803944683,-1.886650658,-19.79401932,-3.517040429,-13.23408723,5.06E-17,-1.53E-16,-1.076681352,0
Eu,2,0.01,Li603EuP99S500Cl98F2,-7.19274947,-1.190852561,-0.04,0.02,0,-1,-6.04,0.96,0.02,0.99,5,2.08,0.01,0,0,0,-17.77601834,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-7.912098885,-12.38438702,-9.797042608,-6.194678307,17.77601834,15.38276199,-3.845409851,-0.125776711,-21.77342125,-3.517040429,-11.01076057,-0.079120989,0,0,0
Eu,3,0.01,Li602EuP99S500Cl97F3,-7.181795614,-1.191999272,-0.03,0.03,0,-1,-6.025,0.97,0.03,0.99,5,2.05,0,0,0,0.01,-17.77524602,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-8.335237503,-15.45219612,-13.41537714,-8.505692482,17.77524602,15.34455977,-3.885466204,-0.188665066,-21.77342125,-3.517040429,-10.85195153,0,0,0,-0.085056925
Eu,2,0.02,Li303EuP49S250Cl48F2,-7.234422197,-1.189872072,-0.08,0.04,0,-1,-6.08,0.92,0.04,0.98,5,2.16,0.02,0,0,0,-17.88070255,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-7.912098885,-12.38438702,-9.797042608,-6.194678307,17.88070255,15.48463459,-3.685184441,-0.251553421,-21.5534877,-3.517040429,-11.43425137,-0.158241978,0,0,0
Eu,3,0.02,Li302EuP49S250Cl47F3,-7.210041874,-1.191742459,-0.06,0.06,0,-1,-6.05,0.94,0.06,0.98,5,2.1,0,0,0,0.02,-17.88163052,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-8.335237503,-15.45219612,-13.41537714,-8.505692482,17.88163052,15.40823014,-3.765297146,-0.377330132,-21.5534877,-3.517040429,-11.11663327,0,0,0,-0.17011385
Eu,2,0.03,Li609Eu3P97S500Cl94F6,-7.274787719,-1.188690804,-0.12,0.06,0,-1,-6.12,0.88,0.06,0.97,5,2.24,0.03,0,0,0,-17.98669397,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-7.912098885,-12.38438702,-9.797042608,-6.194678307,17.98669397,15.58650718,-3.52495903,-0.377330132,-21.33355415,-3.517040429,-11.85774216,-0.237362967,0,0,0
Eu,3,0.03,Li606Eu3P97S500Cl91F9,-7.235093726,-1.19096193,-0.09,0.09,0,-1,-6.075,0.91,0.09,0.97,5,2.15,0,0,0,0.03,-17.99120942,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-8.335237503,-15.45219612,-13.41537714,-8.505692482,17.99120942,15.47190051,-3.645128088,-0.565995197,-21.33355415,-3.517040429,-11.38131502,0,0,0,-0.255170774
Eu,2,0.04,Li153EuP24S125Cl23F2,-7.313554412,-1.187265327,-0.16,0.08,0,-1,-6.16,0.84,0.08,0.96,5,2.32,0.04,0,0,0,-18.09428421,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-7.912098885,-12.38438702,-9.797042608,-6.194678307,18.09428421,15.68837978,-3.36473362,-0.503106842,-21.11362061,-3.517040429,-12.28123295,-0.316483955,0,0,0
Eu,3,0.04,Li152EuP24S125Cl22F3,-7.256839375,-1.189645799,-0.12,0.12,0,-1,-6.1,0.88,0.12,0.96,5,2.2,0,0,0,0.04,-18.10409453,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-8.335237503,-15.45219612,-13.41537714,-8.505692482,18.10409453,15.53557088,-3.52495903,-0.754660263,-21.11362061,-3.517040429,-11.64599676,0,0,0,-0.340227699
Eu,2,0.05,Li123EuP19S100Cl18F2,-7.350189768,-1.185514479,-0.2,0.1,0,-1,-6.2,0.8,0.1,0.95,5,2.4,0.05,0,0,0,-18.20400579,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-7.912098885,-12.38438702,-9.797042608,-6.194678307,18.20400579,15.79025237,-3.204508209,-0.628883553,-20.89368706,-3.517040429,-12.70472374,-0.395604944,0,0,0
Eu,3,0.05,Li122EuP19S100Cl17F3,-7.274744783,-1.187713434,-0.15,0.15,0,-1,-6.125,0.85,0.15,0.95,5,2.25,-6.94E-18,6.94E-18,0,0.05,-18.22081988,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-8.335237503,-15.45219612,-13.41537714,-8.505692482,18.22081988,15.59924126,-3.404789972,-0.943325329,-20.89368706,-3.517040429,-11.91067851,5.78E-17,-1.07E-16,0,-0.425284624
Eu,2,0.06,Li309Eu3P47S250Cl44F6,-7.384224067,-1.183369241,-0.24,0.12,0,-1,-6.24,0.76,0.12,0.94,5,2.48,0.06,0,0,0,-18.31632843,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-7.912098885,-12.38438702,-9.797042608,-6.194678307,18.31632843,15.89212497,-3.044282799,-0.754660263,-20.67375351,-3.517040429,-13.12821453,-0.474725933,0,0,0
Eu,3,0.06,Li306Eu3P47S250Cl41F9,-7.288433829,-1.185111192,-0.18,0.18,0,-1,-6.15,0.82,0.18,0.94,5,2.3,0,0,0,0.06,-18.34176159,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-8.335237503,-15.45219612,-13.41537714,-8.505692482,18.34176159,15.66291163,-3.284620914,-1.131990395,-20.67375351,-3.517040429,-12.17536025,0,0,0,-0.510341549
Eu,2,0.07,Li621Eu7P93S500Cl86F14,-7.415430657,-1.18080106,-0.28,0.14,0,-1,-6.28,0.72,0.14,0.93,5,2.56,0.07,0,0,0,-18.43147877,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-7.912098885,-12.38438702,-9.797042608,-6.194678307,18.43147877,15.99399757,-2.884057388,-0.880436974,-20.45381996,-3.517040429,-13.55170532,-0.553846922,0,0,0
Eu,3,0.07,Li614Eu7P93S500Cl79F21,-7.297998124,-1.181862044,-0.21,0.21,0,-1,-6.175,0.79,0.21,0.93,5,2.35,-1.39E-17,1.39E-17,0,0.07,-18.46682805,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-8.335237503,-15.45219612,-13.41537714,-8.505692482,18.46682805,15.726582,-3.164451857,-1.32065546,-20.45381996,-3.517040429,-12.440042,1.16E-16,-2.14E-16,0,-0.595398474
Eu,2,0.08,Li156Eu2P23S125Cl21F4,-7.443857183,-1.177825504,-0.32,0.16,0,-1,-6.32,0.68,0.16,0.92,5,2.64,0.08,0,0,0,-18.54940918,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-7.912098885,-12.38438702,-9.797042608,-6.194678307,18.54940918,16.09587016,-2.723831978,-1.006213684,-20.23388641,-3.517040429,-13.97519611,-0.632967911,0,0,0
Eu,3,0.08,Li154Eu2P23S125Cl19F6,-7.303925282,-1.178052465,-0.24,0.24,0,-1,-6.2,0.76,0.24,0.92,5,2.4,0,0,0,0.08,-18.59553165,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-8.335237503,-15.45219612,-13.41537714,-8.505692482,18.59553165,15.79025237,-3.044282799,-1.509320526,-20.23388641,-3.517040429,-12.70472374,0,0,0,-0.680455399
Eu,2,0.09,Li627Eu9P91S500Cl82F18,-7.46976701,-1.174491668,-0.36,0.18,0,-1,-6.36,0.64,0.18,0.91,5,2.72,0.09,0,0,0,-18.66985629,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-7.912098885,-12.38438702,-9.797042608,-6.194678307,18.66985629,16.19774276,-2.563606567,-1.131990395,-20.01395287,-3.517040429,-14.3986869,-0.7120889,0,0,0
Eu,3,0.09,Li618Eu9P91S500Cl73F27,-7.306880388,-1.173796046,-0.27,0.27,0,-1,-6.225,0.73,0.27,0.91,5,2.45,1.39E-17,-1.39E-17,0,0.09,-18.7272073,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-8.335237503,-15.45219612,-13.41537714,-8.505692482,18.7272073,15.85392275,-2.924113741,-1.697985592,-20.01395287,-3.517040429,-12.96940548,-1.16E-16,2.14E-16,0,-0.765512323
Eu,2,0.1,Li63EuP9S50Cl8F2,-7.493613127,-1.170877051,-0.4,0.2,0,-1,-6.4,0.6,0.2,0.9,5,2.8,0.1,0,0,0,-18.79236711,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-7.912098885,-12.38438702,-9.797042608,-6.194678307,18.79236711,16.29961535,-2.403381157,-1.257767105,-19.79401932,-3.517040429,-14.8221777,-0.791209888,0,0,0
Eu,3,0.1,Li62EuP9S50Cl7F3,-7.307612908,-1.169218065,-0.3,0.3,0,-1,-6.25,0.7,0.3,0.9,5,2.5,-1.39E-17,1.39E-17,0,0.1,-18.86110554,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-8.335237503,-15.45219612,-13.41537714,-8.505692482,18.86110554,15.91759312,-2.803944683,-1.886650658,-19.79401932,-3.517040429,-13.23408723,1.16E-16,-2.14E-16,0,-0.850569248
Fe,2,0.01,Li603FeP99S500Cl98F2,-7.575498376,-1.254221585,-0.02,0.02,0.01,-1,-6.04,0.98,0.02,0.99,5,2.06,0,0,0.01,0,-17.35580645,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-3.304619551,-7.724226236,-6.741799116,-2.921339989,17.35580645,15.38276199,-3.925522556,-0.125776711,-21.77342125,-3.517040429,-10.90488788,0,0,-0.067417991,0
Fe,3,0.01,Li602FeP99S500Cl97F3,-7.560442321,-1.254845198,-0.03,0.03,0,-1,-6.025,0.97,0.03,0.99,5,2.05,0,0,0,0.01,-17.35209254,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-4.469741344,-10.45446587,-9.487854004,-4.055015445,17.35209254,15.34455977,-3.885466204,-0.188665066,-21.77342125,-3.517040429,-10.85195153,0,0,0,-0.040550154
Fe,4,0.01,Li601FeP99S500Cl96F4,-7.550016631,-1.254155587,-0.04,0.04,0,-1,-6.02,0.96,0.04,0.99,5,2.04,0,0,0,0.01,-17.34888964,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-6.101832986,-11.24588132,-11.9619956,-4.429183602,17.34888964,15.33182569,-3.845409851,-0.251553421,-21.77342125,-3.517040429,-10.79901518,0,0,0,-0.044291836
Fe,5,0.01,Li600FeP99S500Cl95F5,-7.539977957,-1.25352917,-0.05,0.05,0,-1,-6.015,0.95,0.05,0.99,5,2.03,0,0,0,0.01,-17.34616554,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-7.741148472,-12.21740913,-14.28825283,-4.88993293,17.34616554,15.31909162,-3.805353498,-0.314441776,-21.77342125,-3.517040429,-10.74607883,0,0,0,-0.048899329
Fe,6,0.01,Li599FeP99S500Cl94F6,-7.531280049,-1.2531248,-0.06,0.06,0,-1,-6.01,0.94,0.06,0.99,5,2.02,0,0,0,0.01,-17.34387573,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-8.622333527,-13.15511918,-16.66340971,-5.528188705,17.34387573,15.30635754,-3.765297146,-0.377330132,-21.77342125,-3.517040429,-10.69314248,0,0,0,-0.055281887
Fe,2,0.02,Li303FeP49S250Cl48F2,-7.603743791,-1.250615755,-0.04,0.04,0.02,-1,-6.08,0.96,0.04,0.98,5,2.12,0,0,0.02,0,-17.43645498,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-3.304619551,-7.724226236,-6.741799116,-2.921339989,17.43645498,15.48463459,-3.845409851,-0.251553421,-21.5534877,-3.517040429,-11.22250597,0,0,-0.134835982,0
Fe,3,0.02,Li302FeP49S250Cl47F3,-7.570417152,-1.25130862,-0.06,0.06,0,-1,-6.05,0.94,0.06,0.98,5,2.1,0,0,0,0.02,-17.4322417,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-4.469741344,-10.45446587,-9.487854004,-4.055015445,17.4322417,15.40823014,-3.765297146,-0.377330132,-21.5534877,-3.517040429,-11.11663327,0,0,0,-0.081100309
Fe,4,0.02,Li301FeP49S250Cl46F4,-7.545685254,-1.249285638,-0.08,0.08,0,-1,-6.04,0.92,0.08,0.98,5,2.08,0,0,0,0.02,-17.42971642,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-6.101832986,-11.24588132,-11.9619956,-4.429183602,17.42971642,15.38276199,-3.685184441,-0.503106842,-21.5534877,-3.517040429,-11.01076057,0,0,0,-0.088583672
Fe,5,0.02,Li300FeP49S250Cl45F5,-7.5214328,-1.247335456,-0.1,0.1,0,-1,-6.03,0.9,0.1,0.98,5,2.06,0,0,0,0.02,-17.42844331,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-7.741148472,-12.21740913,-14.28825283,-4.88993293,17.42844331,15.35729384,-3.605071735,-0.628883553,-21.5534877,-3.517040429,-10.90488788,0,0,0,-0.097798659
Fe,6,0.02,Li299FeP49S250Cl44F6,-7.499957903,-1.245840183,-0.12,0.12,0,-1,-6.02,0.88,0.12,0.98,5,2.04,0,0,0,0.02,-17.42794278,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-8.622333527,-13.15511918,-16.66340971,-5.528188705,17.42794278,15.33182569,-3.52495903,-0.754660263,-21.5534877,-3.517040429,-10.79901518,0,0,0,-0.110563774
Fe,2,0.03,Li609Fe3P97S500Cl94F6,-7.631125039,-1.246915856,-0.06,0.06,0.03,-1,-6.12,0.94,0.06,0.97,5,2.18,0,0,0.03,0,-17.51796768,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-3.304619551,-7.724226236,-6.741799116,-2.921339989,17.51796768,15.58650718,-3.765297146,-0.377330132,-21.33355415,-3.517040429,-11.54012406,0,0,-0.202253973,0
Fe,3,0.03,Li606Fe3P97S500Cl91F9,-7.576840134,-1.247216483,-0.09,0.09,0,-1,-6.075,0.91,0.09,0.97,5,2.15,0,0,0,0.03,-17.5159427,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-4.469741344,-10.45446587,-9.487854004,-4.055015445,17.5159427,15.47190051,-3.645128088,-0.565995197,-21.33355415,-3.517040429,-11.38131502,0,0,0,-0.121650463
Fe,4,0.03,Li603Fe3P97S500Cl88F12,-7.535426892,-1.243469784,-0.12,0.12,0,-1,-6.06,0.88,0.12,0.97,5,2.12,0,0,0,0.03,-17.51647017,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-6.101832986,-11.24588132,-11.9619956,-4.429183602,17.51647017,15.43369829,-3.52495903,-0.754660263,-21.33355415,-3.517040429,-11.22250597,0,0,0,-0.132875508
Fe,5,0.03,Li600Fe3P97S500Cl85F15,-7.495692289,-1.239982182,-0.15,0.15,0,-1,-6.045,0.85,0.15,0.97,5,2.09,0,0,0,0.03,-17.51791644,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-7.741148472,-12.21740913,-14.28825283,-4.88993293,17.51791644,15.39549606,-3.404789972,-0.943325329,-21.33355415,-3.517040429,-11.06369692,0,0,0,-0.146697988
Fe,6,0.03,Li597Fe3P97S500Cl82F18,-7.461857589,-1.237455653,-0.18,0.18,0,-1,-6.03,0.82,0.18,0.97,5,2.06,0,0,0,0.03,-17.518788,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-8.622333527,-13.15511918,-16.66340971,-5.528188705,17.518788,15.35729384,-3.284620914,-1.131990395,-21.33355415,-3.517040429,-10.90488788,0,0,0,-0.165845661
Fe,2,0.04,Li153FeP24S125Cl23F2,-7.657817326,-1.243152163,-0.08,0.08,0.04,-1,-6.16,0.92,0.08,0.96,5,2.24,0,0,0.04,0,-17.60016933,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-3.304619551,-7.724226236,-6.741799116,-2.921339989,17.60016933,15.68837978,-3.685184441,-0.503106842,-21.11362061,-3.517040429,-11.85774216,0,0,-0.269671965,0
Fe,3,0.04,Li152FeP24S125Cl22F3,-7.580813689,-1.242756342,-0.12,0.12,0,-1,-6.1,0.88,0.12,0.96,5,2.2,0,0,0,0.04,-17.60209313,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-4.469741344,-10.45446587,-9.487854004,-4.055015445,17.60209313,15.53557088,-3.52495903,-0.754660263,-21.11362061,-3.517040429,-11.64599676,0,0,0,-0.162200618
Fe,4,0.04,Li151FeP24S125Cl21F4,-7.522351107,-1.2372288,-0.16,0.16,0,-1,-6.08,0.84,0.16,0.96,5,2.16,0,0,0,0.04,-17.60604136,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-6.101832986,-11.24588132,-11.9619956,-4.429183602,17.60604136,15.48463459,-3.36473362,-1.006213684,-21.11362061,-3.517040429,-11.43425137,0,0,0,-0.177167344
Fe,5,0.04,Li150FeP24S125Cl20F5,-7.468773991,-1.232470956,-0.2,0.2,0,-1,-6.06,0.8,0.2,0.96,5,2.12,0,0,0,0.04,-17.60856736,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-7.741148472,-12.21740913,-14.28825283,-4.88993293,17.60856736,15.43369829,-3.204508209,-1.257767105,-21.11362061,-3.517040429,-11.22250597,0,0,0,-0.195597317
Fe,6,0.04,Li149FeP24S125Cl19F6,-7.426834935,-1.229608433,-0.24,0.24,0,-1,-6.04,0.76,0.24,0.96,5,2.08,0,0,0,0.04,-17.60655556,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-8.622333527,-13.15511918,-16.66340971,-5.528188705,17.60655556,15.38276199,-3.044282799,-1.509320526,-21.11362061,-3.517040429,-11.01076057,0,0,0,-0.221127548
Fe,2,0.05,Li123FeP19S100Cl18F2,-7.684108805,-1.239372388,-0.1,0.1,0.05,-1,-6.2,0.9,0.1,0.95,5,2.3,0,0,0.05,0,-17.6827718,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-3.304619551,-7.724226236,-6.741799116,-2.921339989,17.6827718,15.79025237,-3.605071735,-0.628883553,-20.89368706,-3.517040429,-12.17536025,0,0,-0.337089956,0
Fe,3,0.05,Li122FeP19S100Cl17F3,-7.583906201,-1.238188768,-0.15,0.15,0,-1,-6.125,0.85,0.15,0.95,5,2.25,-6.94E-18,6.94E-18,0,0.05,-17.68912461,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-4.469741344,-10.45446587,-9.487854004,-4.055015445,17.68912461,15.59924126,-3.404789972,-0.943325329,-20.89368706,-3.517040429,-11.91067851,3.10E-17,-7.25E-17,0,-0.202750772
Fe,4,0.05,Li121FeP19S100Cl16F4,-7.50973883,-1.231104726,-0.2,0.2,0,-1,-6.1,0.8,0.2,0.95,5,2.2,0,0,0,0.05,-17.69514903,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-6.101832986,-11.24588132,-11.9619956,-4.429183602,17.69514903,15.53557088,-3.204508209,-1.257767105,-20.89368706,-3.517040429,-11.64599676,0,0,0,-0.22145918
